"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 07 00:59:24 GMT 2023","Thu Dec 07 00:59:26 GMT 2023","1549","Test Suite","Gradle test","tests.Posts","tests.Posts","checkPostsReturns200","Verify that /posts is returning a 200 response","Does a get to /posts and asserts a 200 response with a correct schema response"
"passed","Thu Dec 07 00:59:26 GMT 2023","Thu Dec 07 00:59:26 GMT 2023","52","Test Suite","Gradle test","tests.Users","tests.Users","checkUsersReturns200","Verify that /users is returning a 200 response","Does a get to /users and asserts a 200 response with a correct schema response"
"passed","Thu Dec 07 00:59:26 GMT 2023","Thu Dec 07 00:59:26 GMT 2023","57","Test Suite","Gradle test","tests.Todos","tests.Todos","checkTodosReturns200","Verify that /todos is returning a 200 response","Does a get to /todos and asserts a 200 response with a correct schema response"
