"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Posts","1","0","","0"
"0","","0","Todos","1","0","","0"
"0","","0","Users","1","0","","0"
