"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 11 01:05:26 GMT 2024","Thu Jul 11 01:05:26 GMT 2024","69","Test Suite","Gradle test","tests.Users","tests.Users","checkUsersReturns200","Verify that /users is returning a 200 response","Does a get to /users and asserts a 200 response with a correct schema response"
"passed","Thu Jul 11 01:05:24 GMT 2024","Thu Jul 11 01:05:26 GMT 2024","1675","Test Suite","Gradle test","tests.Posts","tests.Posts","checkPostsReturns200","Verify that /posts is returning a 200 response","Does a get to /posts and asserts a 200 response with a correct schema response"
"passed","Thu Jul 11 01:05:26 GMT 2024","Thu Jul 11 01:05:26 GMT 2024","81","Test Suite","Gradle test","tests.Todos","tests.Todos","checkTodosReturns200","Verify that /todos is returning a 200 response","Does a get to /todos and asserts a 200 response with a correct schema response"
