"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 06 02:27:22 GMT 2023","Mon Feb 06 02:27:23 GMT 2023","118","Test Suite","Gradle test","tests.Users","tests.Users","checkUsersReturnsCorrectAmountOfItems","Verify that /users is returning the correct amount of items","Does a get to /users and asserts that 10 items are returned"
"passed","Mon Feb 06 02:27:20 GMT 2023","Mon Feb 06 02:27:22 GMT 2023","2115","Test Suite","Gradle test","tests.Posts","tests.Posts","checkPostsReturnsCorrectAmountOfItems","Verify that /posts is returning the correct amount of items","Does a get to /posts and asserts that 100 items are returned"
"passed","Mon Feb 06 02:27:22 GMT 2023","Mon Feb 06 02:27:22 GMT 2023","148","Test Suite","Gradle test","tests.Todos","tests.Todos","checkTodosReturnsCorrectAmountOfItems","Verify that /todos is returning the correct amount of items","Does a get to /todos and asserts that 200 items are returned"
